No.,Time,Source,Destination,Protocol,Length,Info,label
26,9.625588,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,443  >  61742 [ACK] Seq=40 Ack=7183 Win=16387 Len=0,0
27,9.656907,192.168.43.1,224.0.0.251,MDNS,412,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
28,9.661088,fe80::745a:18ff:fe00:395c,ff02::fb,MDNS,432,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
29,9.830343,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,250,Application Data,0
30,9.875934,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TCP,74,61742  >  443 [ACK] Seq=7183 Ack=216 Win=253 Len=0,0
31,10.857272,192.168.43.1,224.0.0.251,MDNS,412,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
32,10.861231,fe80::745a:18ff:fe00:395c,ff02::fb,MDNS,432,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
33,12.70048,192.168.43.1,224.0.0.251,MDNS,412,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
34,12.704454,fe80::745a:18ff:fe00:395c,ff02::fb,MDNS,432,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
35,14.541386,fe80::745a:18ff:fe00:395c,ff02::1,ICMPv6,142,Router Advertisement from 76:5a:18:00:39:5c,1
36,14.84806,fe80::745a:18ff:fe00:395c,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,ICMPv6,86,Neighbor Solicitation for 2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1 from 76:5a:18:00:39:5c,1
37,14.84806,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,113,Application Data,0
38,14.848133,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,fe80::745a:18ff:fe00:395c,ICMPv6,86,"Neighbor Advertisement 2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1 (sol, ovr) is at f8:54:f6:b8:ba:39",1
39,14.856179,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TLSv1.2,109,Application Data,0
40,14.856496,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TLSv1.2,109,Application Data,0
41,14.950453,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,443  >  61742 [ACK] Seq=255 Ack=7253 Win=16387 Len=0,0
42,15.204622,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,TCP,75,61846  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1,0
43,15.411085,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,TCP,75,61845  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1,0
44,15.564866,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,86,443  >  61846 [ACK] Seq=1 Ack=2 Win=72 Len=0 SLE=1 SRE=2,0
45,15.769581,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,86,443  >  61845 [ACK] Seq=1 Ack=2 Win=79 Len=0 SLE=1 SRE=2,0
46,16.796469,192.168.43.1,224.0.0.251,MDNS,412,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
47,21.11474,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:404:8::,TLSv1.2,124,Application Data,0
48,21.401491,2603:1040:404:8::,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,113,Application Data,0
49,21.44377,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:404:8::,TCP,74,61787  >  443 [ACK] Seq=51 Ack=40 Win=257 Len=0,0
50,24.631457,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2606:4700:83b2:7cbc:c242:6d9:5ff2:75c4,TCP,75,61839  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1,0
51,24.783525,192.168.43.1,224.0.0.251,MDNS,412,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
52,24.789723,fe80::745a:18ff:fe00:395c,ff02::fb,MDNS,432,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
53,24.789723,2606:4700:83b2:7cbc:c242:6d9:5ff2:75c4,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,86,443  >  61839 [ACK] Seq=1 Ack=2 Win=21 Len=0 SLE=1 SRE=2,0
54,24.805965,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:a03:9::1b6,TLSv1.2,131,Application Data,0
55,24.88363,2603:1040:a03:9::1b6,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,120,Application Data,0
56,24.932048,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:a03:9::1b6,TCP,74,61735  >  443 [ACK] Seq=58 Ack=47 Win=257 Len=0,0
57,30.105572,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,113,Application Data,0
58,30.105572,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,113,Application Data,0
59,30.105572,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,548,"Application Data, Application Data",0
60,30.105572,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,"443  >  61846 [FIN, ACK] Seq=475 Ack=2 Win=72 Len=0",0
61,30.105704,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,TCP,74,61846  >  443 [ACK] Seq=2 Ack=476 Win=255 Len=0,0
62,30.1066,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,TCP,74,"61845  >  443 [FIN, ACK] Seq=2 Ack=40 Win=253 Len=0",0
63,30.108962,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TLSv1.2,109,Application Data,0
64,30.109268,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TLSv1.2,109,Application Data,0
65,30.208244,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,443  >  61742 [ACK] Seq=294 Ack=7288 Win=16387 Len=0,0
66,30.208244,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,443  >  61742 [ACK] Seq=294 Ack=7323 Win=16386 Len=0,0
67,30.617643,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,98,Application Data,0
68,30.617643,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,"443  >  61845 [FIN, ACK] Seq=64 Ack=3 Win=79 Len=0",0
69,30.617719,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,TCP,74,"61845  >  443 [RST, ACK] Seq=3 Ack=64 Win=0 Len=0",1
70,31.641798,fe80::745a:18ff:fe00:395c,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,ICMPv6,86,Neighbor Solicitation for 2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1 from 76:5a:18:00:39:5c,1
71,31.64186,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,fe80::745a:18ff:fe00:395c,ICMPv6,86,"Neighbor Advertisement 2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1 (sol, ovr) is at f8:54:f6:b8:ba:39",1
72,32.000415,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2606:4700:83b2:7cbc:c24e:6d9:5ff2:75c4,TCP,75,61837  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1,0
73,32.153816,2606:4700:83b2:7cbc:c24e:6d9:5ff2:75c4,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,86,443  >  61837 [ACK] Seq=1 Ack=2 Win=11 Len=0 SLE=1 SRE=2,0
74,34.463857,192.168.43.164,13.89.179.10,TCP,55,61849  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1,0
75,34.669862,192.168.43.164,13.89.179.10,TCP,55,61850  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1,0
76,34.816179,13.89.179.10,192.168.43.164,TCP,66,443  >  61849 [ACK] Seq=1 Ack=2 Win=16379 Len=0 SLE=1 SRE=2,0
77,35.123066,13.89.179.10,192.168.43.164,TCP,66,443  >  61850 [ACK] Seq=1 Ack=2 Win=16381 Len=0 SLE=1 SRE=2,0
78,36.29873,192.168.43.164,13.89.179.10,TCP,55,61852  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1,0
79,36.505128,192.168.43.164,13.89.179.10,TCP,55,61851  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1,0
80,36.659198,13.89.179.10,192.168.43.164,TCP,66,443  >  61852 [ACK] Seq=1 Ack=2 Win=16381 Len=0 SLE=1 SRE=2,0
81,36.863826,13.89.179.10,192.168.43.164,TCP,66,443  >  61851 [ACK] Seq=1 Ack=2 Win=16384 Len=0 SLE=1 SRE=2,0
82,42.292368,76:5a:18:00:39:5c,AzureWaveTec_b8:ba:39,ARP,42,Who has 192.168.43.164? Tell 192.168.43.1,1
83,42.2924,AzureWaveTec_b8:ba:39,76:5a:18:00:39:5c,ARP,42,192.168.43.164 is at f8:54:f6:b8:ba:39,1
84,44.851107,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,113,Application Data,0
85,44.866816,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TLSv1.2,109,Application Data,0
86,44.867159,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TLSv1.2,109,Application Data,0
87,45.056239,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,443  >  61742 [ACK] Seq=333 Ack=7393 Win=16386 Len=0,0
88,45.214157,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2404:6800:4003:c03::bc,TCP,75,[TCP Keep-Alive] 61743  >  5228 [ACK] Seq=1 Ack=1 Win=256 Len=1,0
89,45.36318,2404:6800:4003:c03::bc,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,86,[TCP Keep-Alive ACK] 5228  >  61743 [ACK] Seq=1 Ack=2 Win=1045 Len=0 SLE=1 SRE=2,0
90,54.579213,fe80::745a:18ff:fe00:395c,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,ICMPv6,86,Neighbor Solicitation for 2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1 from 76:5a:18:00:39:5c,1
91,54.579292,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,fe80::745a:18ff:fe00:395c,ICMPv6,86,"Neighbor Advertisement 2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1 (sol, ovr) is at f8:54:f6:b8:ba:39",1
92,59.90391,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,113,Application Data,0
93,59.919116,192.168.43.1,224.0.0.251,MDNS,412,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
94,59.919943,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TLSv1.2,109,Application Data,0
95,59.920514,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TLSv1.2,109,Application Data,0
96,59.924857,fe80::745a:18ff:fe00:395c,ff02::fb,MDNS,432,"Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.43.1 AAAA, cache flush fe80::745a:18ff:fe00:395c AAAA, cache flush 2401:4900:1a54:1802::fb NSEC, cache flush 1.43.168.192.in-addr.arpa NSEC, cache flush C.5.9.3.0.0.E.F.F.F.8.1.A.5.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush B.F.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.8.1.4.5.A.1.0.0.9.4.1.0.4.2.ip6.arpa NSEC, cache flush Android.local",1
97,60.108626,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,443  >  61742 [ACK] Seq=372 Ack=7463 Win=16386 Len=0,0
98,61.102775,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:404:8::,TLSv1.2,124,Application Data,0
99,61.442895,2603:1040:404:8::,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,113,Application Data,0
100,61.498257,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:404:8::,TCP,74,61787  >  443 [ACK] Seq=101 Ack=79 Win=256 Len=0,0
101,61.74877,2603:1040:404:8::,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,113,"[TCP Spurious Retransmission] 443  >  61787 [PSH, ACK] Seq=40 Ack=101 Win=16384 Len=39",0
102,61.748823,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:404:8::,TCP,86,[TCP Dup ACK 100#1] 61787  >  443 [ACK] Seq=101 Ack=79 Win=256 Len=0 SLE=40 SRE=79,0
103,69.478952,192.168.43.164,192.168.43.1,DNS,76,Standard query 0xa3e4 AAAA www.linkedin.com,0
104,69.479866,192.168.43.164,192.168.43.1,DNS,76,Standard query 0x18c4 A www.linkedin.com,0
105,69.480516,192.168.43.164,192.168.43.1,DNS,76,Standard query 0x29a9 HTTPS www.linkedin.com,0
106,69.483562,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TCP,1454,61742  >  443 [ACK] Seq=7463 Ack=372 Win=258 Len=1380 [TCP PDU reassembled in 110],0
107,69.483562,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TCP,1454,61742  >  443 [ACK] Seq=8843 Ack=372 Win=258 Len=1380 [TCP PDU reassembled in 110],0
108,69.483562,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TCP,1454,61742  >  443 [ACK] Seq=10223 Ack=372 Win=258 Len=1380 [TCP PDU reassembled in 110],0
109,69.483562,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TCP,1454,61742  >  443 [ACK] Seq=11603 Ack=372 Win=258 Len=1380 [TCP PDU reassembled in 110],0
110,69.483562,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TLSv1.2,1304,Application Data,0
111,69.483731,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TLSv1.2,436,Application Data,0
112,69.631977,192.168.43.1,192.168.43.164,DNS,219,Standard query response 0xa3e4 AAAA www.linkedin.com CNAME afd-wcs-ramp.www.linkedin.com CNAME wcs-afd.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net AAAA 2620:1ec:50::12,0
113,69.631977,192.168.43.1,192.168.43.164,DNS,207,Standard query response 0x18c4 A www.linkedin.com CNAME afd-wcs-ramp.www.linkedin.com CNAME wcs-afd.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net A 150.171.22.12,0
114,69.631977,192.168.43.1,192.168.43.164,DNS,248,Standard query response 0x29a9 HTTPS www.linkedin.com CNAME afd-wcs-ramp.www.linkedin.com CNAME wcs-afd.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net SOA ns1.ln-msedge.net,0
115,69.632105,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,443  >  61742 [ACK] Seq=372 Ack=11603 Win=16387 Len=0,0
116,69.632105,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,443  >  61742 [ACK] Seq=372 Ack=14213 Win=16387 Len=0,0
117,69.632105,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TCP,74,443  >  61742 [ACK] Seq=372 Ack=14575 Win=16386 Len=0,0
118,69.792607,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2606:4700:83b2:7cbc:c242:6d9:5ff2:75c4,TCP,75,[TCP Keep-Alive] 61839  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1,0
119,69.939166,2620:1ec:50::12,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,TLSv1.2,254,Application Data,0
